Probability Var Var_Err
0.2 0.0 0.0
0.20500000000000002 0.0 0.0
0.21000000000000002 0.0 0.0
0.21500000000000002 0.0 0.0
0.22000000000000003 0.0 0.0
0.22500000000000003 0.0 0.0
0.23000000000000004 0.0 0.0
0.23500000000000004 0.0 0.0
0.24000000000000005 0.0 0.0
0.24500000000000005 0.0 0.0
0.25000000000000006 0.0 0.0
0.25500000000000006 0.0 0.0
0.26000000000000006 0.0 0.0
0.26500000000000007 0.0 0.0
0.2700000000000001 0.0 0.0
0.2750000000000001 0.0 0.0
0.2800000000000001 0.0 0.0
0.2850000000000001 0.0 0.0
0.2900000000000001 0.0 0.0
0.2950000000000001 0.0 0.0
0.3000000000000001 0.0 0.0
0.3050000000000001 0.0 0.0
0.3100000000000001 0.0 0.0
0.3150000000000001 0.9641511101565178 0.012547709021535649
0.3200000000000001 0.7814117356610164 0.010692159904928248
0.3250000000000001 0.7182371858628 0.00987982684399263
0.3300000000000001 0.6730438636662933 0.009494505692117228
0.33500000000000013 0.7403631428329333 0.010776822770223985
0.34000000000000014 0.633415209779801 0.00889471417736854
0.34500000000000014 0.6267545407366065 0.008266773377263196
0.35000000000000014 0.5767918946350051 0.00762618478299537
0.35500000000000015 0.5881376100486261 0.008890410389332174
0.36000000000000015 0.5608754232038861 0.007718870698074262
0.36500000000000016 0.5529950033347122 0.007610082617195569
0.37000000000000016 0.5570271098036901 0.007778432440278682
0.37500000000000017 0.5544720819356619 0.008083096473695617
0.38000000000000017 0.5323380585763371 0.007676774328343412
0.3850000000000002 0.5310325407338096 0.007881639726987247
0.3900000000000002 0.5378132144887698 0.007445814087785419
0.3950000000000002 0.5284745349422446 0.0076192867761970115
0.4000000000000002 0.5075138399888645 0.00680428898246174
0.4050000000000002 0.5068901893449598 0.007411693889973034
0.4100000000000002 0.49161225183025237 0.006858775093653652
0.4150000000000002 0.4632943533977377 0.006375056619052953
0.4200000000000002 0.47742763497671115 0.0066982134110643125
0.4250000000000002 0.4951472634932259 0.006977398931768271
0.4300000000000002 0.4874952845419524 0.00707694690630025
0.4350000000000002 0.4846318012739299 0.007116614374959107
0.4400000000000002 0.4521081673684064 0.006281379463600097
0.44500000000000023 0.4468169225563528 0.006162456329085297
0.45000000000000023 0.4555828678817721 0.006522251848416841
0.45500000000000024 0.4567688628769014 0.006267104634326831
0.46000000000000024 0.4648532887852052 0.006385420448728648
0.46500000000000025 0.44071564516986256 0.006485645902286286
0.47000000000000025 0.4358131616422208 0.006355441923875084
0.47500000000000026 0.44411975224527994 0.0060010216523562155
0.48000000000000026 0.4489942602180876 0.006089783916029578
0.48500000000000026 0.4481646298923297 0.005823636239730631
0.49000000000000027 0.4440517985191662 0.006178753031107717
0.4950000000000003 0.42987291428414176 0.0058443965179600715
0.5000000000000002 0.43422174714319406 0.0063564863740287
