v0.0 v0.2 v0.4 v0.6000000000000001 v0.8 v1.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.04684684684684685 0.1535947947947948 0.21489729729729729 0.25114474474474474 0.273445045045045
0.0 0.14079959959959962 0.2569685685685686 0.32236996996996997 0.3629073073073073 0.38899859859859864
0.0 0.17510950950950951 0.3026926926926927 0.3722794794794795 0.4167615615615616 0.4473537537537538
0.0 0.19346826826826827 0.32782462462462464 0.4042990990990991 0.45149149149149154 0.48383863863863863
