Time X Y
0.0 26.333333333333332 26.333333333333332
1.0 25.650943396226417 25.650943396226417
2.0 25.544642857142858 25.544642857142858
3.0 26.05263157894737 26.05263157894737
4.0 25.35 25.35
5.0 25.747663551401867 25.747663551401867
6.0 24.819277108433734 24.819277108433734
7.0 25.333333333333332 25.333333333333332
8.0 24.650943396226417 24.650943396226417
9.0 24.544642857142858 24.544642857142858
10.0 25.05263157894737 25.05263157894737
11.0 24.35 24.35
12.0 24.747663551401867 24.747663551401867
13.0 23.819277108433734 23.819277108433734
14.0 24.333333333333332 24.333333333333332
15.0 23.650943396226417 23.650943396226417
16.0 23.544642857142858 23.544642857142858
17.0 24.05263157894737 24.05263157894737
18.0 23.35 23.35
19.0 23.747663551401867 23.747663551401867
20.0 22.819277108433734 22.819277108433734
21.0 23.333333333333332 23.333333333333332
22.0 22.650943396226417 22.650943396226417
23.0 22.544642857142858 22.544642857142858
24.0 23.05263157894737 23.05263157894737
25.0 22.35 22.35
26.0 22.747663551401867 22.747663551401867
27.0 21.819277108433734 21.819277108433734
28.0 22.333333333333332 22.333333333333332
29.0 21.650943396226417 21.650943396226417
30.0 21.544642857142858 21.544642857142858
31.0 22.05263157894737 22.05263157894737
32.0 21.35 21.35
33.0 21.747663551401867 21.747663551401867
34.0 20.819277108433734 20.819277108433734
35.0 21.333333333333332 21.333333333333332
36.0 20.650943396226417 20.650943396226417
37.0 20.544642857142858 20.544642857142858
38.0 21.05263157894737 21.05263157894737
39.0 20.35 20.35
40.0 20.747663551401867 20.747663551401867
41.0 19.819277108433734 19.819277108433734
42.0 20.333333333333332 20.333333333333332
43.0 19.650943396226417 19.650943396226417
44.0 19.544642857142858 19.544642857142858
45.0 20.05263157894737 20.05263157894737
46.0 19.35 19.35
47.0 19.747663551401867 19.747663551401867
48.0 18.819277108433734 18.819277108433734
49.0 19.333333333333332 19.333333333333332
50.0 18.650943396226417 18.650943396226417
51.0 18.544642857142858 18.544642857142858
52.0 19.05263157894737 19.05263157894737
53.0 18.35 18.35
54.0 18.747663551401867 18.747663551401867
55.0 17.819277108433734 17.819277108433734
56.0 18.333333333333332 18.333333333333332
57.0 17.650943396226417 17.650943396226417
58.0 17.544642857142858 17.544642857142858
59.0 18.05263157894737 18.05263157894737
60.0 17.35 17.35
61.0 17.747663551401867 17.747663551401867
62.0 16.819277108433734 16.819277108433734
63.0 17.333333333333332 17.333333333333332
64.0 16.650943396226417 16.650943396226417
65.0 16.544642857142858 16.544642857142858
66.0 17.05263157894737 17.05263157894737
67.0 16.35 16.35
68.0 16.747663551401867 16.747663551401867
69.0 15.819277108433734 15.819277108433734
70.0 16.333333333333332 16.333333333333332
71.0 15.650943396226415 15.650943396226415
72.0 15.544642857142858 15.544642857142858
73.0 16.05263157894737 16.05263157894737
75.0 15.74766355140187 15.74766355140187
76.0 14.819277108433734 14.819277108433734
140.0 14.666666666666666 14.666666666666666
141.0 15.556603773584905 15.556603773584905
142.0 14.919642857142858 14.919642857142858
269.0 38.05263157894737 38.05263157894737
270.0 37.35 37.35
271.0 37.74766355140187 37.74766355140187
272.0 36.81927710843374 36.81927710843374
273.0 37.333333333333336 37.333333333333336
274.0 36.65094339622642 36.65094339622642
275.0 36.544642857142854 36.544642857142854
276.0 37.05263157894737 37.05263157894737
277.0 36.35 36.35
278.0 36.74766355140187 36.74766355140187
279.0 35.81927710843374 35.81927710843374
280.0 36.333333333333336 36.333333333333336
281.0 35.65094339622642 35.65094339622642
282.0 35.544642857142854 35.544642857142854
283.0 36.05263157894737 36.05263157894737
284.0 35.35 35.35
285.0 35.74766355140187 35.74766355140187
286.0 34.81927710843374 34.81927710843374
287.0 35.333333333333336 35.333333333333336
288.0 34.65094339622642 34.65094339622642
289.0 34.544642857142854 34.544642857142854
290.0 35.05263157894737 35.05263157894737
291.0 34.35 34.35
292.0 34.74766355140187 34.74766355140187
293.0 33.81927710843374 33.81927710843374
294.0 34.333333333333336 34.333333333333336
295.0 33.65094339622642 33.65094339622642
296.0 33.544642857142854 33.544642857142854
297.0 34.05263157894737 34.05263157894737
298.0 33.35 33.35
299.0 33.74766355140187 33.74766355140187
300.0 32.81927710843374 32.81927710843374
301.0 33.333333333333336 33.333333333333336
302.0 32.65094339622642 32.65094339622642
303.0 32.544642857142854 32.544642857142854
304.0 33.05263157894737 33.05263157894737
305.0 32.35 32.35
306.0 32.74766355140187 32.74766355140187
307.0 31.819277108433734 31.819277108433734
308.0 32.333333333333336 32.333333333333336
309.0 31.650943396226417 31.650943396226417
310.0 31.544642857142858 31.544642857142858
311.0 32.05263157894737 32.05263157894737
312.0 31.35 31.35
313.0 31.747663551401867 31.747663551401867
314.0 30.819277108433734 30.819277108433734
315.0 31.333333333333332 31.333333333333332
316.0 30.650943396226417 30.650943396226417
317.0 30.544642857142858 30.544642857142858
318.0 31.05263157894737 31.05263157894737
319.0 30.35 30.35
320.0 30.747663551401867 30.747663551401867
321.0 29.819277108433734 29.819277108433734
322.0 30.333333333333332 30.333333333333332
323.0 29.650943396226417 29.650943396226417
324.0 29.544642857142858 29.544642857142858
325.0 30.05263157894737 30.05263157894737
326.0 29.35 29.35
327.0 29.747663551401867 29.747663551401867
328.0 28.819277108433734 28.819277108433734
329.0 29.333333333333332 29.333333333333332
330.0 28.650943396226417 28.650943396226417
331.0 28.544642857142858 28.544642857142858
332.0 29.05263157894737 29.05263157894737
333.0 28.35 28.35
334.0 28.747663551401867 28.747663551401867
335.0 27.819277108433734 27.819277108433734
336.0 28.333333333333332 28.333333333333332
