Time X Y
0.0 22.833333333333332 25.333333333333332
1.0 23.307692307692307 25.615384615384617
2.0 23.833333333333332 26.666666666666668
3.0 24.307692307692307 26.384615384615383
4.0 24.833333333333332 25.333333333333332
5.0 25.307692307692307 25.615384615384617
6.0 25.833333333333332 26.666666666666668
7.0 26.307692307692307 26.384615384615383
8.0 26.833333333333332 25.333333333333332
9.0 27.307692307692307 25.615384615384617
10.0 27.833333333333332 26.666666666666668
11.0 28.307692307692307 26.384615384615383
12.0 28.833333333333332 25.333333333333332
13.0 29.307692307692307 25.615384615384617
14.0 29.833333333333332 26.666666666666668
15.0 30.307692307692307 26.384615384615383
16.0 30.833333333333332 25.333333333333332
17.0 31.307692307692307 25.615384615384617
18.0 31.833333333333332 26.666666666666668
19.0 32.30769230769231 26.384615384615383
20.0 32.833333333333336 25.333333333333332
21.0 33.30769230769231 25.615384615384617
22.0 33.833333333333336 26.666666666666668
23.0 34.30769230769231 26.384615384615383
24.0 34.833333333333336 25.333333333333332
25.0 35.30769230769231 25.615384615384617
26.0 35.833333333333336 26.666666666666668
27.0 36.30769230769231 26.384615384615383
28.0 36.833333333333336 25.333333333333332
29.0 37.30769230769231 25.615384615384617
30.0 37.833333333333336 26.666666666666668
31.0 38.30769230769231 26.384615384615383
32.0 38.833333333333336 25.333333333333332
33.0 39.30769230769231 25.615384615384617
34.0 39.833333333333336 26.666666666666668
35.0 40.30769230769231 26.384615384615383
36.0 40.833333333333336 25.333333333333332
37.0 41.30769230769231 25.615384615384617
38.0 41.833333333333336 26.666666666666668
39.0 42.30769230769231 26.384615384615383
40.0 42.833333333333336 25.333333333333332
41.0 43.30769230769231 25.615384615384617
42.0 43.833333333333336 26.666666666666668
43.0 44.30769230769231 26.384615384615383
44.0 44.833333333333336 25.333333333333332
45.0 45.30769230769231 25.615384615384617
62.0 3.8333333333333335 26.666666666666668
63.0 4.3076923076923075 26.384615384615383
64.0 4.833333333333333 25.333333333333332
65.0 5.3076923076923075 25.615384615384617
66.0 5.833333333333333 26.666666666666668
67.0 6.3076923076923075 26.384615384615383
68.0 6.833333333333333 25.333333333333332
69.0 7.3076923076923075 25.615384615384617
70.0 7.833333333333333 26.666666666666668
71.0 8.307692307692308 26.384615384615383
72.0 8.833333333333334 25.333333333333332
73.0 9.307692307692308 25.615384615384617
74.0 9.833333333333334 26.666666666666668
75.0 10.307692307692308 26.384615384615383
76.0 10.833333333333334 25.333333333333332
77.0 11.307692307692308 25.615384615384617
78.0 11.833333333333334 26.666666666666668
79.0 12.307692307692308 26.384615384615383
80.0 12.833333333333334 25.333333333333332
81.0 13.307692307692308 25.615384615384617
82.0 13.833333333333334 26.666666666666668
83.0 14.307692307692308 26.384615384615383
84.0 14.833333333333334 25.333333333333332
85.0 15.307692307692308 25.615384615384617
86.0 15.833333333333334 26.666666666666668
87.0 16.307692307692307 26.384615384615383
88.0 16.833333333333332 25.333333333333332
89.0 17.307692307692307 25.615384615384617
90.0 17.833333333333332 26.666666666666668
91.0 18.307692307692307 26.384615384615383
92.0 18.833333333333332 25.333333333333332
93.0 19.307692307692307 25.615384615384617
94.0 19.833333333333332 26.666666666666668
95.0 20.307692307692307 26.384615384615383
96.0 20.833333333333332 25.333333333333332
97.0 21.307692307692307 25.615384615384617
98.0 21.833333333333332 26.666666666666668
99.0 22.307692307692307 26.384615384615383
100.0 22.833333333333332 25.333333333333332
101.0 23.307692307692307 25.615384615384617
102.0 23.833333333333332 26.666666666666668
103.0 24.307692307692307 26.384615384615383
104.0 24.833333333333332 25.333333333333332
105.0 25.307692307692307 25.615384615384617
106.0 25.833333333333332 26.666666666666668
107.0 26.307692307692307 26.384615384615383
108.0 26.833333333333332 25.333333333333332
109.0 27.307692307692307 25.615384615384617
110.0 27.833333333333332 26.666666666666668
111.0 28.307692307692307 26.384615384615383
